no,장소(영문),장소(한글),Scenario,순서,화자,내용,TTS,발음,영어,
1288,beach,해수욕장,11. Nearby Attractions,3,Customer,걸어서 갈 수 있어요?,걸어서 갈 수 있어요?,geo-reo-seo gal su i-sseo-yo?,Can you walk there?,
1289,beach,해수욕장,11. Nearby Attractions,4,Staff,"등대는 10분 정도면 갈 수 있고요, 의상대는 한 20분 걸어야 해요.","등대는 10분 정도면 갈 수 있고요, 의상대는 한 20분 걸어야 해요.","deung-dae-neun 10bun jeong-do-myeon gal su it-kko-yo, ui-sang-dae-neun han 20bun geo-reo-ya hae-yo.","The lighthouse can be reached in about 10 minutes, and the costume stand is about a 20-minute walk away.",
1290,beach,해수욕장,11. Nearby Attractions,5,Customer,저녁에 볼 곳 있어요?,저녁에 볼 곳 있어요?,jeo-nyeo-ge bol got i-sseo-yo?,Is there anything to see in the evening?,
1291,beach,해수욕장,11. Nearby Attractions,6,Staff,저녁에는 야시장 가시면 괜찮아요.,저녁에는 야시장 가시면 괜찮아요.,jeo-nyeo-ge-neun ya-si-jang ga-si-myeon gwaen-cha-na-yo.,It would be nice to go to the night market in the evening.,
1292,beach,해수욕장,11. Nearby Attractions,7,Customer,언제부터 열어요?,언제부터 열어요?,eon-je-bu-teo yeo-reo-yo?,When does it open?,
1293,beach,해수욕장,11. Nearby Attractions,8,Staff,여섯시부터요.,여섯시부터요.,yeo-seot-ssi-bu-teo-yo.,From six o'clock.,
1294,beach,해수욕장,11. Nearby Attractions,9,Customer,가봐야 겠네요.,가봐야 겠네요.,ga-bwa-ya gen-ne-yo.,I guess I should go.,
1295,beach,해수욕장,11. Nearby Attractions,10,Staff,즐거운 여행 되세요.,즐거운 여행 되세요.,jeul-geo-un yeo-haeng doe-se-yo.,Have a nice trip.,
1296,beach,해수욕장,12. Gwangalli Drone Light Show,1,Traveler,"오늘 저녁에 광안리에서 드론 쇼가 열린다고 들었는데, 몇 시에 시작하나요?","오늘 저녁에 광안리에서 드론 쇼가 열린다고 들었는데, 몇 시에 시작하나요?","o-neul jeo-nyeo-ge gwang-al-li-e-seo deu-ron syo-ga yeol-lin-da-go deu-reon-neun-de, myeot si-e si-ja-ka-na-yo?",I heard there's a drone show at Gwangalli Beach this evening. What time does it start?,
1297,beach,해수욕장,12. Gwangalli Drone Light Show,2,Passerby,매주 토요일 저녁 여덟시랑 열시에 두 번 해요. 백사장 어디서든 잘 보이니까 자리만 잘 잡으시면 돼요.,매주 토요일 저녁 여덟시랑 열시에 두 번 해요. 백사장 어디서든 잘 보이니까 자리만 잘 잡으시면 돼요.,mae-ju to-yo-il jeo-nyeok yeo-deol-si-rang yeol-si-e du beon hae-yo. baek-ssa-jang eo-di-seo-deun jal bo-i-ni-kka ja-ri-man jal ja-beu-si-myeon dwae-yo.,"It's held twice a week, every Saturday evening at 8 and 10 p.m. It's easily visible from anywhere on the beach, so just grab a good spot.",
1298,beach,해수욕장,12. Gwangalli Drone Light Show,3,Traveler,"와, 드론이 수백 대씩 뜬다면서요? 광안대교 야경이랑 같이 보면 정말 장관이겠네요.","와, 드론이 수백 대씩 뜬다면서요? 광안대교 야경이랑 같이 보면 정말 장관이겠네요.","wa, deu-ro-ni su-baek dae-ssik tteun-da-myeon-seo-yo? gwang-an-dae-gyo ya-gyeong-i-rang ga-chi bo-myeon jeong-mal jang-gwa-ni-gen-ne-yo.","Wow, you're saying there will be hundreds of drones flying around? It would be truly spectacular to see it alongside the night view of Gwangan Bridge.",
1299,beach,해수욕장,12. Gwangalli Drone Light Show,4,Passerby,"네, 매주 테마가 바뀌어서 볼 때마다 새로워요. 오늘은 아마 'K-팝' 테마라고 하더라고요.","네, 매주 테마가 바뀌어서 볼 때마다 새로워요. 오늘은 아마 'K-팝' 테마라고 하더라고요.","ne, mae-ju te-ma-ga ba-kkwi-eo-seo bol ttae-ma-da sae-ro-wo-yo. o-neu-reun a-ma 'K-pap' te-ma-ra-go ha-deo-ra-go-yo.","Yes, the theme changes every week, so it's always new. I think today's theme is ""K-pop.""",
1300,beach,해수욕장,12. Gwangalli Drone Light Show,5,Traveler,K-팝 테마요? 운이 정말 좋네요! 근처 편의점에서 돗자리 사서 앉아서 기다려야겠어요.,K-팝 테마요? 운이 정말 좋네요! 근처 편의점에서 돗자리 사서 앉아서 기다려야겠어요.,K-pap te-ma-yo? u-ni jeong-mal jo-ne-yo! geun-cheo pyeo-nui-jeo-me-seo dot-jja-ri sa-seo an-ja-seo gi-da-ryeo-ya-ge-sseo-yo.,A K-pop theme? That's lucky! I'll have to buy a mat at a nearby convenience store and sit down to wait.,
1301,beach,해수욕장,12. Gwangalli Drone Light Show,6,Passerby,좋은 생각이에요. 밤바람이 조금 차가울 수 있으니 얇은 겉옷 꼭 챙기시고요!,좋은 생각이에요. 밤바람이 조금 차가울 수 있으니 얇은 겉옷 꼭 챙기시고요!,jo-eun saeng-ga-gi-e-yo. bam-ba-ra-mi jo-geum cha-ga-ul su i-sseu-ni yal-beun geo-tot kkok chaeng-gi-si-go-yo!,"Good idea. The night wind can be a little chilly, so be sure to bring a light jacket!",
1302,beautyshop,뷰티샵,1. Skincare,1,Customer,안녕하세요. 스킨케어 제품 찾고 있어요.,안녕하세요. 스킨케어 제품 찾고 있어요.,an-nyeong-ha-se-yo. seu-kin-ke-eo je-pum chat-kko i-sseo-yo.,"Hello, I'm looking for skincare products.",
1303,beautyshop,뷰티샵,1. Skincare,2,Staff,어떤 피부 타입이세요?,어떤 피부 타입이세요?,eo-tteon pi-bu ta-i-bi-se-yo?,What skin type do you have?,
1304,beautyshop,뷰티샵,1. Skincare,3,Customer,복합성이에요.,복합성이에요.,bo-kap-sseong-i-e-yo.,It's complex.,
1305,beautyshop,뷰티샵,1. Skincare,4,Staff,어떤 고민이 있으세요?,어떤 고민이 있으세요?,eo-tteon go-mi-ni i-sseu-se-yo?,What are your concerns?,
1306,beautyshop,뷰티샵,1. Skincare,5,Customer,모공이랑 잡티요.,모공이랑 잡티요.,mo-gong-i-rang jap-ti-yo.,Pores and blemishes.,
1307,beautyshop,뷰티샵,1. Skincare,6,Staff,이 세럼 추천드려요.,이 세럼 추천드려요.,i se-reom chu-cheon-deu-ryeo-yo.,I recommend this serum.,
1308,beautyshop,뷰티샵,1. Skincare,7,Customer,어떤 성분이에요?,어떤 성분이에요?,eo-tteon seong-bu-ni-e-yo?,What are the ingredients?,
1309,beautyshop,뷰티샵,1. Skincare,8,Staff,나이아신아마이드가 들어있어요.,나이아신아마이드가 들어있어요.,na-i-a-si-na-ma-i-deu-ga deu-reo-i-sseo-yo.,It contains niacinamide.,
1310,beautyshop,뷰티샵,1. Skincare,9,Customer,테스트해 볼 수 있어요?,테스트해 볼 수 있어요?,te-seu-teu-hae bol su i-sseo-yo?,Can you test it?,
1311,beautyshop,뷰티샵,1. Skincare,10,Staff,네 손등에 발라드릴게요.,네 손등에 발라드릴게요.,ne son-deung-e bal-la-deu-ril-ge-yo.,I'll apply it on the back of your hand.,
1312,beautyshop,뷰티샵,2. Makeup,1,Customer,파운데이션 좀 볼 수 있을까요?,파운데이션 좀 볼 수 있을까요?,pa-un-de-i-syeon jom bol su i-sseul-kka-yo?,Can I see the foundation?,
1313,beautyshop,뷰티샵,2. Makeup,2,Staff,어떤 커버력 원하세요?,어떤 커버력 원하세요?,eo-tteon keo-beo-ryeok won-ha-se-yo?,What kind of coverage do you want?,
1314,beautyshop,뷰티샵,2. Makeup,3,Customer,자연스러운 거요.,자연스러운 거요.,ja-yeon-seu-reo-un geo-yo.,It's natural.,
1315,beautyshop,뷰티샵,2. Makeup,4,Staff,쿠션이요 아니면 리퀴드요?,쿠션이요 아니면 리퀴드요?,ku-syeo-ni-yo a-ni-myeon ri-kwi-deu-yo?,Is it a cushion or liquid?,
1316,beautyshop,뷰티샵,2. Makeup,5,Customer,쿠션이요.,쿠션이요.,ku-syeo-ni-yo.,It's a cushion.,
1317,beautyshop,뷰티샵,2. Makeup,6,Staff,호수 확인해 드릴게요.,호수 확인해 드릴게요.,ho-su hwa-gin-hae deu-ril-ge-yo.,I'll check the lake for you.,
1318,beautyshop,뷰티샵,2. Makeup,7,Customer,어떻게 해요?,어떻게 해요?,eo-tteo-ke hae-yo?,How do you do it?,
1319,beautyshop,뷰티샵,2. Makeup,8,Staff,턱선에 발라서 비교해 볼게요.,턱선에 발라서 비교해 볼게요.,teok-sseo-ne bal-la-seo bi-gyo-hae bol-ge-yo.,I'll apply it to my jawline and compare.,
1320,beautyshop,뷰티샵,2. Makeup,9,Customer,21호가 맞는 것 같아요.,21호가 맞는 것 같아요.,21ho-ga man-neun geot ga-ta-yo.,I think number 21 is correct.,
1321,beautyshop,뷰티샵,2. Makeup,10,Staff,"네, 잘 맞으세요.","네, 잘 맞으세요.","ne, jal ma-jeu-se-yo.","Yes, it fits well.",
1322,beautyshop,뷰티샵,3. Lip Products,1,Customer,립스틱 추천해 주세요.,립스틱 추천해 주세요.,rip-sseu-tik chu-cheon-hae ju-se-yo.,Please recommend a lipstick.,
1323,beautyshop,뷰티샵,3. Lip Products,2,Staff,어떤 컬러 찾으세요?,어떤 컬러 찾으세요?,eo-tteon keol-leo cha-jeu-se-yo?,What color are you looking for?,
1324,beautyshop,뷰티샵,3. Lip Products,3,Customer,코랄 계열이요.,코랄 계열이요.,ko-ral gye-yeo-ri-yo.,It's a coral series.,
1325,beautyshop,뷰티샵,3. Lip Products,4,Staff,매트요? 아니면 글로시요?,매트요? 아니면 글로시요?,mae-teu-yo? a-ni-myeon geul-lo-si-yo?,Matte or glossy?,
1326,beautyshop,뷰티샵,3. Lip Products,5,Customer,매트요.,매트요.,mae-teu-yo.,Matt.,
1327,beautyshop,뷰티샵,3. Lip Products,6,Staff,이 제품 인기 많아요.,이 제품 인기 많아요.,i je-pum in-gi ma-na-yo.,This product is very popular.,
1328,beautyshop,뷰티샵,3. Lip Products,7,Customer,발색은 어때요?,발색은 어때요?,bal-sae-geun eo-ttae-yo?,How is the color development?,
1329,beautyshop,뷰티샵,3. Lip Products,8,Staff,한 번에 잘 발려요.,한 번에 잘 발려요.,han beo-ne jal bal-lyeo-yo.,It spreads well in one go.,
1330,beautyshop,뷰티샵,3. Lip Products,9,Customer,손등에 발라봐도 되나요?,손등에 발라봐도 되나요?,son-deung-e bal-la-bwa-do doe-na-yo?,Can I try it on the back of my hand?,
1331,beautyshop,뷰티샵,3. Lip Products,10,Staff,"네, 여기 테스터 있어요.","네, 여기 테스터 있어요.","ne, yeo-gi te-seu-teo i-sseo-yo.","Yes, we have a tester here.",
1332,beautyshop,뷰티샵,4. Perfume,1,Customer,향수 코너는 어디에 있어요?,향수 코너는 어디에 있어요?,hyang-su ko-neo-neun eo-di-e i-sseo-yo?,Where is the perfume corner?,
1333,beautyshop,뷰티샵,4. Perfume,2,Staff,저쪽이에요. 안내해 드릴까요?,저쪽이에요. 안내해 드릴까요?,jeo-jjo-gi-e-yo. an-nae-hae deu-ril-kka-yo?,It's over there. Should I show you the way?,
1334,beautyshop,뷰티샵,4. Perfume,3,Customer,특별히 추천해주시는 향이 있어요?,특별히 추천해주시는 향이 있어요?,teuk-ppyeol-hi chu-cheon-hae-ju-si-neun hyang-i i-sseo-yo?,Is there a scent you particularly recommend?,
1335,beautyshop,뷰티샵,4. Perfume,4,Staff,어떤 느낌 좋아하세요?,어떤 느낌 좋아하세요?,eo-tteon neu-kkim jo-a-ha-se-yo?,What kind of feeling do you like?,
1336,beautyshop,뷰티샵,4. Perfume,5,Customer,상쾌한 거요.,상쾌한 거요.,sang-kwae-han geo-yo.,It's refreshing.,
1337,beautyshop,뷰티샵,4. Perfume,6,Staff,시트러스 계열 어떠세요?,시트러스 계열 어떠세요?,si-teu-reo-seu gye-yeol eo-tteo-se-yo?,How about something citrusy?,
1338,beautyshop,뷰티샵,4. Perfume,7,Customer,뿌려봐도 되나요?,뿌려봐도 되나요?,ppu-ryeo-bwa-do doe-na-yo?,Can I spray it?,
1339,beautyshop,뷰티샵,4. Perfume,8,Staff,"네, 시향지에 뿌려드릴게요.","네, 시향지에 뿌려드릴게요.","ne, si-hyang-ji-e ppu-ryeo-deu-ril-ge-yo.","Yes, I will spray it on the test piece.",
1340,beautyshop,뷰티샵,4. Perfume,9,Customer,향이 좋네요.,향이 좋네요.,hyang-i jo-ne-yo.,It smells good.,
1341,beautyshop,뷰티샵,4. Perfume,10,Staff,지속력도 좋아요.,지속력도 좋아요.,ji-song-nyeok-tto jo-a-yo.,It also has good durability.,
1342,beautyshop,뷰티샵,5. Samples/Gifts,1,Customer,샘플 받을 수 있어요?,샘플 받을 수 있어요?,saem-peul ba-deul su i-sseo-yo?,Can I get a sample?,
1343,beautyshop,뷰티샵,5. Samples/Gifts,2,Staff,"네, 구매 시 드려요.","네, 구매 시 드려요.","ne, gu-mae si deu-ryeo-yo.","Yes, we will give it to you when you purchase it.",
1344,beautyshop,뷰티샵,5. Samples/Gifts,3,Customer,어떤 샘플 있어요?,어떤 샘플 있어요?,eo-tteon saem-peul i-sseo-yo?,Do you have any samples?,
1345,beautyshop,뷰티샵,5. Samples/Gifts,4,Staff,신제품 세럼 샘플이에요.,신제품 세럼 샘플이에요.,sin-je-pum se-reom saem-peu-ri-e-yo.,This is a sample of the new serum.,
1346,beautyshop,뷰티샵,5. Samples/Gifts,5,Customer,사은품도 있어요?,사은품도 있어요?,sa-eun-pum-do i-sseo-yo?,Are there any free gifts?,
1347,beautyshop,뷰티샵,5. Samples/Gifts,6,Staff,5만원 이상 구매 시 파우치 드려요.,5만원 이상 구매 시 파우치 드려요.,5ma-nwon i-sang gu-mae si pa-u-chi deu-ryeo-yo.,"We will give you a pouch when you purchase over 50,000 won.",
1348,beautyshop,뷰티샵,5. Samples/Gifts,7,Customer,멤버십 혜택 있어요?,멤버십 혜택 있어요?,mem-beo-sip hye-taek i-sseo-yo?,Are there any membership benefits?,
1349,beautyshop,뷰티샵,5. Samples/Gifts,8,Staff,"네, 생일 달에 선물 드려요.","네, 생일 달에 선물 드려요.","ne, saeng-il da-re seon-mul deu-ryeo-yo.","Yes, I'll give you a gift on your birthday month.",
1350,beautyshop,뷰티샵,5. Samples/Gifts,9,Customer,가입할게요.,가입할게요.,ga-i-pal-ge-yo.,I'll join.,
1351,beautyshop,뷰티샵,5. Samples/Gifts,10,Staff,앱으로 가입하시면 쿠폰도 드려요.,앱으로 가입하시면 쿠폰도 드려요.,ae-beu-ro ga-i-pa-si-myeon ku-pon-do deu-ryeo-yo.,"If you sign up through the app, you will also receive a coupon.",
1352,beautyshop,뷰티샵,6. Skin Consultation,1,Customer,피부 상담 받을 수 있어요?,피부 상담 받을 수 있어요?,pi-bu sang-dam ba-deul su i-sseo-yo?,Can I get a skin consultation?,
1353,beautyshop,뷰티샵,6. Skin Consultation,2,Staff,"네, 무료로 해드려요.","네, 무료로 해드려요.","ne, mu-ryo-ro hae-deu-ryeo-yo.","Yes, I'll do it for free.",
1354,beautyshop,뷰티샵,6. Skin Consultation,3,Customer,기기로 측정해요?,기기로 측정해요?,gi-gi-ro cheuk-jjeong-hae-yo?,Are you measuring it with a device?,
1355,beautyshop,뷰티샵,6. Skin Consultation,4,Staff,"네, 피부 수분, 유분 측정해드려요.","네, 피부 수분, 유분 측정해드려요.","ne, pi-bu su-bun, yu-bun cheuk-jjeong-hae-deu-ryeo-yo.","Yes, we will measure your skin moisture and oil levels.",
1356,beautyshop,뷰티샵,6. Skin Consultation,5,Customer,시간이 얼마나 걸려요?,시간이 얼마나 걸려요?,si-ga-ni eol-ma-na geol-lyeo-yo?,How long does it take?,
1357,beautyshop,뷰티샵,6. Skin Consultation,6,Staff,10분 정도요.,10분 정도요.,10bun jeong-do-yo.,About 10 minutes.,
1358,beautyshop,뷰티샵,6. Skin Consultation,7,Customer,예약해야 해요?,예약해야 해요?,ye-ya-kae-ya hae-yo?,Do I need to make a reservation?,
1359,beautyshop,뷰티샵,6. Skin Consultation,8,Staff,지금 바로 가능해요.,지금 바로 가능해요.,ji-geum ba-ro ga-neung-hae-yo.,You can do it right now.,
1360,beautyshop,뷰티샵,6. Skin Consultation,9,Customer,그럼 해주세요.,그럼 해주세요.,geu-reom hae-ju-se-yo.,Then please do it.,
1361,beautyshop,뷰티샵,6. Skin Consultation,10,Staff,이쪽 자리에 앉으세요.,이쪽 자리에 앉으세요.,i-jjok ja-ri-e an-jeu-se-yo.,Please take a seat here.,
1362,beautyshop,뷰티샵,7. Sets,1,Customer,세트 상품 있어요?,세트 상품 있어요?,se-teu sang-pum i-sseo-yo?,Do you have a set product?,
1363,beautyshop,뷰티샵,7. Sets,2,Staff,"네, 다양하게 있어요.","네, 다양하게 있어요.","ne, da-yang-ha-ge i-sseo-yo.","Yes, there are many different ones.",
1364,beautyshop,뷰티샵,7. Sets,3,Customer,기초 세트 있어요?,기초 세트 있어요?,gi-cho se-teu i-sseo-yo?,Do you have a basic set?,
1365,beautyshop,뷰티샵,7. Sets,4,Staff,스킨 로션 세럼 세트가 있어요.,스킨 로션 세럼 세트가 있어요.,seu-kin ro-syeon se-reom se-teu-ga i-sseo-yo.,I have a skin lotion serum set.,
1366,beautyshop,뷰티샵,7. Sets,5,Customer,개별 구매보다 싸요?,개별 구매보다 싸요?,gae-byeol gu-mae-bo-da ssa-yo?,Is it cheaper than buying individually?,
1367,beautyshop,뷰티샵,7. Sets,6,Staff,"네, 30% 정도 저렴해요.","네, 30% 정도 저렴해요.","ne, 30% jeong-do jeo-ryeom-hae-yo.","Yes, it's about 30% cheaper.",
1368,beautyshop,뷰티샵,7. Sets,7,Customer,선물용이에요.,선물용이에요.,seon-mu-ryong-i-e-yo.,It's a gift.,
1369,beautyshop,뷰티샵,7. Sets,8,Staff,포장해 드릴게요.,포장해 드릴게요.,po-jang-hae deu-ril-ge-yo.,I'll pack it for you.,
1370,beautyshop,뷰티샵,7. Sets,9,Customer,쇼핑백도 주세요.,쇼핑백도 주세요.,syo-ping-baek-tto ju-se-yo.,Please give me a shopping bag too.,
1371,beautyshop,뷰티샵,7. Sets,10,Staff,"네, 넣어드릴게요.","네, 넣어드릴게요.","ne, neo-eo-deu-ril-ge-yo.","Yes, I'll put it in.",
1372,beautyshop,뷰티샵,8. Hair Care,1,Customer,헤어 제품도 있어요?,헤어 제품도 있어요?,he-eo je-pum-do i-sseo-yo?,Do you have hair products too?,
1373,beautyshop,뷰티샵,8. Hair Care,2,Staff,"네, 저쪽에 있어요.","네, 저쪽에 있어요.","ne, jeo-jjo-ge i-sseo-yo.","Yes, it's over there.",
1374,beautyshop,뷰티샵,8. Hair Care,3,Customer,손상모용 추천해 주세요.,손상모용 추천해 주세요.,son-sang-mo-yong chu-cheon-hae ju-se-yo.,Please recommend a damaged hair treatment.,
1375,beautyshop,뷰티샵,8. Hair Care,4,Staff,이 트리트먼트 좋아요.,이 트리트먼트 좋아요.,i teu-ri-teu-meon-teu jo-a-yo.,I like this treatment.,
1376,beautyshop,뷰티샵,8. Hair Care,5,Customer,어떻게 사용해요?,어떻게 사용해요?,eo-tteo-ke sa-yong-hae-yo?,How do I use it?,
1377,beautyshop,뷰티샵,8. Hair Care,6,Staff,샴푸 후 5분 두시면 돼요.,샴푸 후 5분 두시면 돼요.,syam-pu hu 5bun du-si-myeon dwae-yo.,Just leave it on for 5 minutes after shampooing.,
1378,beautyshop,뷰티샵,8. Hair Care,7,Customer,향은 어때요?,향은 어때요?,hyang-eun eo-ttae-yo?,How's the scent?,
1379,beautyshop,뷰티샵,8. Hair Care,8,Staff,은은한 플로럴 향이에요.,은은한 플로럴 향이에요.,eu-neun-han peul-lo-reol hyang-i-e-yo.,It has a subtle floral scent.,
1380,beautyshop,뷰티샵,8. Hair Care,9,Customer,괜찮네요.,괜찮네요.,gwaen-chan-ne-yo.,It's okay.,
1381,beautyshop,뷰티샵,8. Hair Care,10,Staff,샴푸랑 같이 쓰시면 효과 좋아요.,샴푸랑 같이 쓰시면 효과 좋아요.,syam-pu-rang ga-chi sseu-si-myeon hyo-gwa jo-a-yo.,It is effective when used together with shampoo.,
1382,beautyshop,뷰티샵,9. Men's Products,1,Customer,남성 제품 어디 있어요?,남성 제품 어디 있어요?,nam-seong je-pum eo-di i-sseo-yo?,Where are the men's products?,
1383,beautyshop,뷰티샵,9. Men's Products,2,Staff,저쪽 코너에 있어요.,저쪽 코너에 있어요.,jeo-jjok ko-neo-e i-sseo-yo.,It's in the corner over there.,
1384,beautyshop,뷰티샵,9. Men's Products,3,Customer,올인원 제품 있어요?,올인원 제품 있어요?,o-ri-nwon je-pum i-sseo-yo?,Do you have an all-in-one product?,
1385,beautyshop,뷰티샵,9. Men's Products,4,Staff,네 다양하게 있어요.,네 다양하게 있어요.,ne da-yang-ha-ge i-sseo-yo.,"Yes, there are many different types.",
1386,beautyshop,뷰티샵,9. Men's Products,5,Customer,지성 피부용 있어요?,지성 피부용 있어요?,ji-seong pi-bu-yong i-sseo-yo?,Do you have one for oily skin?,
1387,beautyshop,뷰티샵,9. Men's Products,6,Staff,이 제품 피지 조절에 좋아요.,이 제품 피지 조절에 좋아요.,i je-pum pi-ji jo-jeo-re jo-a-yo.,This product is good for sebum control.,
1388,beautyshop,뷰티샵,9. Men's Products,7,Customer,가격이 어떻게 되나요?,가격이 어떻게 되나요?,ga-gyeo-gi eo-tteo-ke doe-na-yo?,How much does it cost?,
1389,beautyshop,뷰티샵,9. Men's Products,8,Staff,2만5천원이에요.,2만5천원이에요.,2man5cheo-nwo-ni-e-yo.,It's 25 thousand won.,
1390,beautyshop,뷰티샵,9. Men's Products,9,Customer,이거로 할게요.,이거로 할게요.,i-geo-ro hal-ge-yo.,I'll do this.,
1391,beautyshop,뷰티샵,9. Men's Products,10,Staff,면도 후에 바르시면 좋아요.,면도 후에 바르시면 좋아요.,myeon-do hu-e ba-reu-si-myeon jo-a-yo.,It's good to apply it after shaving.,
1392,beautyshop,뷰티샵,10. Payment,1,Staff,다 고르셨어요?,다 고르셨어요?,da go-reu-syeo-sseo-yo?,Have you chosen everything?,
1393,beautyshop,뷰티샵,10. Payment,2,Customer,네.,네.,ne.,Yes.,
1394,beautyshop,뷰티샵,10. Payment,3,Staff,총 7만8천원이에요.,총 7만8천원이에요.,chong 7man8cheo-nwo-ni-e-yo.,The total is 78 thousand won.,
1395,beautyshop,뷰티샵,10. Payment,4,Customer,할인 되나요?,할인 되나요?,ha-rin doe-na-yo?,Is there a discount?,
1396,beautyshop,뷰티샵,10. Payment,5,Staff,앱 쿠폰 있으시면 10% 할인돼요.,앱 쿠폰 있으시면 10% 할인돼요.,aep ku-pon i-sseu-si-myeon 10% ha-rin-dwae-yo.,"If you have an app coupon, you get a 10% discount.",
1397,beautyshop,뷰티샵,10. Payment,6,Customer,여기 있어요.,여기 있어요.,yeo-gi i-sseo-yo.,Here it is.,
1398,beautyshop,뷰티샵,10. Payment,7,Staff,10%할인하면 7만2백원이네요.,10%할인하면 7만2백원이네요.,10%ha-rin-ha-myeon 7man2bae-gwo-ni-ne-yo.,"With a 10% discount, it's 72,000 won.",
1399,beautyshop,뷰티샵,10. Payment,8,Customer,카드로 할게요.,카드로 할게요.,ka-deu-ro hal-ge-yo.,I'll pay by card.,
1400,beautyshop,뷰티샵,10. Payment,9,Staff,"외국분이시면, 애플페이도 돼요. 적립 도장도 찍어드렸어요.","외국분이시면, 애플페이도 돼요. 적립 도장도 찍어드렸어요.","jung-guk-ppu-ni-si-myeon, ae-peul-pe-i-do dwae-yo. jeong-nip do-jang-do jji-geo-deu-ryeo-sseo-yo.","If you're a foreigner, Apple Pay is also available. We've even stamped your points.",
1401,beautyshop,뷰티샵,10. Payment,10,Customer,그래요? 그럼 애플페이로 할게요.,그래요? 그럼 애플페이로 할게요.,geu-rae-yo? geu-reom ae-peul-pe-i-ro hal-ge-yo.,Okay? Then I'll use Apple Pay.,
1402,billiard,당구장,1. Table Use,1,Customer,안녕하세요. 당구 치려고 하는데요.,안녕하세요. 당구 치려고 하는데요.,an-nyeong-ha-se-yo. dang-gu chi-ryeo-go ha-neun-de-yo.,Hello. I'm thinking of playing billiards.,
1403,billiard,당구장,1. Table Use,2,Staff,"네, 어서 오세요. 몇 분이세요?","네, 어서 오세요. 몇 분이세요?","ne, eo-seo o-se-yo. myeot bu-ni-se-yo?","Yes, welcome. How many people are there?",
1404,billiard,당구장,1. Table Use,3,Customer,두명이요.,두명이요.,du-myeong-i-yo.,Two people.,
1405,billiard,당구장,1. Table Use,4,Staff,포켓볼 하실 거예요 아니면 사구 하실 거예요?,포켓볼 하실 거예요 아니면 사구 하실 거예요?,po-ket-ppol ha-sil geo-ye-yo a-ni-myeon sa-gu ha-sil geo-ye-yo?,Are you going to play pocket ball or darts?,
1406,billiard,당구장,1. Table Use,5,Customer,포켓볼로 할게요.,포켓볼로 할게요.,po-ket-ppol-lo hal-ge-yo.,I'll do it with pocket ball.,
1407,billiard,당구장,1. Table Use,6,Staff,그럼 5번 테이블로 가시면 돼요.,그럼 5번 테이블로 가시면 돼요.,geu-reom 5beon te-i-beul-lo ga-si-myeon dwae-yo.,Then you can go to table number 5.,
1408,billiard,당구장,1. Table Use,7,Customer,요금이 어떻게 돼요?,요금이 어떻게 돼요?,yo-geu-mi eo-tteo-ke dwae-yo?,How much does it cost?,
1409,billiard,당구장,1. Table Use,8,Staff,시간당 8천 원이에요.,시간당 8천 원이에요.,si-gan-dang 8cheon wo-ni-e-yo.,It's 8 thousand won per hour.,
1410,billiard,당구장,1. Table Use,9,Customer,"네, 알겠습니다..","네, 알겠습니다..","ne, al-get-sseum-ni-da..",All right..,
1411,billiard,당구장,1. Table Use,10,Staff,즐겁게 치세요!,즐겁게 치세요!,jeul-geop-kke chi-se-yo!,Have fun playing!,
1412,billiard,당구장,2. Equipment,1,Customer,큐대는 빌릴 수 있어요?,큐대는 빌릴 수 있어요?,kyu-dae-neun bil-lil su i-sseo-yo?,Can I rent a cue stick?,
1413,billiard,당구장,2. Equipment,2,Staff,"네, 다이 옆에 있으니까, 골라서 쓰시면 돼요.","네, 다이 옆에 있으니까, 골라서 쓰시면 돼요.","ne, da-i yeo-pe i-sseu-ni-kka, gol-la-seo sseu-si-myeon dwae-yo.","Yes, it's right next to the die, so you can choose and use it.",
1414,billiard,당구장,2. Equipment,3,Customer,초크도 주세요.,초크도 주세요.,cho-keu-do ju-se-yo.,Please give me some chalk too.,
1415,billiard,당구장,2. Equipment,4,Staff,초크는 테이블 위에 있어요.,초크는 테이블 위에 있어요.,cho-keu-neun te-i-beul wi-e i-sseo-yo.,The chalk is on the table.,
1416,billiard,당구장,2. Equipment,5,Customer,장갑도 있어요?,장갑도 있어요?,jang-gap-tto i-sseo-yo?,Do you have gloves too?,
1417,billiard,당구장,2. Equipment,6,Staff,"네, 장갑은 무료로 대여해드려요.","네, 장갑은 무료로 대여해드려요.","ne, jang-ga-beun mu-ryo-ro dae-yeo-hae-deu-ryeo-yo.","Yes, we provide gloves for free rental.",
1418,billiard,당구장,2. Equipment,7,Customer,브릿지도 빌릴 수 있나요?,브릿지도 빌릴 수 있나요?,beu-rit-jji-do bil-lil su in-na-yo?,Can I rent a bridge too?,
1419,billiard,당구장,2. Equipment,8,Staff,"네, 말씀하시면 가져다드릴게요.","네, 말씀하시면 가져다드릴게요.","ne, mal-sseum-ha-si-myeon ga-jyeo-da-deu-ril-ge-yo.","Yes, I'll bring it to you if you tell me.",
1420,billiard,당구장,2. Equipment,9,Customer,감사합니다.,감사합니다.,gam-sa-ham-ni-da.,Thank you,
1421,billiard,당구장,2. Equipment,10,Staff,필요하신 거 있으면 언제든 부르세요.,필요하신 거 있으면 언제든 부르세요.,pi-ryo-ha-sin geo i-sseu-myeon eon-je-deun bu-reu-se-yo.,"If you need anything, please call me anytime.",
