장소타입,시나리오,대화순서,화자,중국어,한국어,병음,단어,,
police,6. 护照延期 (여권 연장),7,市民,太感谢了，您能把出入境管理局的地址和网址写给我吗？我手机记一下。,정말 감사해요. 출입국관리국 주소랑 웹사이트 주소 적어주실 수 있나요? 휴대폰에 기록할게요.,,网址=웹주소,,
police,7. 交通事故 (교통사고 처리),1,市民,警察同志，我刚才骑电动车被汽车撞了，对方说是我的责任，但我觉得是他的错。,경찰님 방금 전동차 타다가 자동차한테 부딪혔는데요. 상대방이 제 잘못이라는데 저는 그쪽 잘못 같아요.,,电动车=전동차 | 撞=부딪히다 | 责任=책임,,
police,7. 交通事故 (교통사고 처리),2,警察,先别着急，慢慢说。事故发生在哪里？您或对方有受伤吗？车辆损坏严重吗？,먼저 진정하세요. 천천히 말씀하세요. 사고가 어디서 났어요? 당신이나 상대방 다쳤나요? 차량 파손이 심한가요?,,损坏=파손,,
police,7. 交通事故 (교통사고 처리),3,市民,就在前面那个十字路口。我的腿擦伤了一点，他没事。我的电动车前轮坏了，他的车只是刮了点漆。,바로 앞 사거리에서요. 제 다리가 좀 까졌는데 그 사람은 괜찮아요. 제 전동차 앞바퀴가 망가졌고 그 사람 차는 페인트만 좀 긁혔어요.,,十字路口=사거리 | 擦伤=찰과상 | 刮=긁히다 | 漆=페인트,,
police,7. 交通事故 (교통사고 처리),4,警察,我们先去现场看一下。请您保持冷静，不要和对方发生争执。我会根据现场情况和监控录像来判断责任。,우선 현장 가서 볼게요. 침착하시고 상대방이랑 다투지 마세요. 현장 상황이랑 CCTV 영상 보고 책임 판단할게요.,,争执=다투다 | 监控=CCTV | 判断=판단하다,,
police,7. 交通事故 (교통사고 처리),5,市民,好的。如果真的是他的责任，他需要赔偿我的医药费和修车费吗？,네. 만약 정말 그쪽 책임이면 제 치료비랑 수리비 배상해야 하나요?,,赔偿=배상하다 | 医药费=치료비 | 修车费=수리비,,
police,7. 交通事故 (교통사고 처리),6,警察,如果判定是对方全责，他需要承担您的医疗费用和车辆维修费用。建议您保留好医院的发票和维修单据。,상대방 전적 책임이라고 판정되면 치료비랑 차량 수리비 부담해야 해요. 병원 영수증이랑 수리 영수증 잘 보관하시길 추천드려요.,,全责=전적책임 | 承担=부담하다 | 发票=영수증 | 单据=영수증,,
police,7. 交通事故 (교통사고 처리),7,市民,我明白了。那我需要做笔录吗？大概需要多长时间处理完这个事故？,알겠어요. 그럼 조서 작성해야 하나요? 대략 이 사고 처리하는 데 얼마나 걸려요?,,笔录=조서,,
police,8. 签证咨询 (비자 상담),1,市民,你好，我想咨询一下工作签证的事情。我现在是旅游签证，能转成工作签证吗？,안녕하세요. 취업 비자 관련해서 상담하고 싶어요. 지금 관광 비자인데 취업 비자로 바꿀 수 있나요?,,工作签证=취업비자 | 旅游签证=관광비자 | 转=바꾸다,,
police,8. 签证咨询 (비자 상담),2,警察,签证的事情需要去出入境管理局咨询，派出所不负责签证业务。不过我可以给您一些基本信息。,비자 관련 업무는 출입국관리국에서 상담해야 해요. 파출소는 비자 업무 안 해요. 그래도 기본 정보는 알려드릴게요.,,负责=담당하다,,
police,8. 签证咨询 (비자 상담),3,市民,那太好了。我现在找到工作了，公司说可以帮我办工作签证，需要什么条件？,좋네요. 지금 일자리 구했는데요. 회사에서 취업 비자 도와준대요. 무슨 조건이 필요한가요?,,条件=조건,,
police,8. 签证咨询 (비자 상담),4,警察,首先公司需要有聘请外国人的资质，然后您需要大学本科以上学历，还要两年以上相关工作经验。,우선 회사가 외국인 고용 자격 있어야 하고요. 대학교 학사 이상 학력 필요하고 관련 분야 2년 이상 경력도 있어야 해요.,,聘请=고용하다 | 资质=자격 | 学历=학력 | 经验=경력,,
police,8. 签证咨询 (비자 상담),5,市民,我有本科学历，工作经验也够了。那办理流程是怎样的？需要回国办理吗？,학사 학위 있고 경력도 충분해요. 그럼 처리 절차는 어떻게 되나요? 본국으로 가서 처리해야 하나요?,,本科=학사 | 回国=귀국하다,,
police,8. 签证咨询 (비자 상담),6,警察,如果您现在在中国，可以在境内申请转换。但需要先离境再入境，或者回国办理。具体情况要看您的国籍和现在的签证类型。,지금 중국에 있으면 국내에서 전환 신청 가능해요. 근데 먼저 출국했다가 재입국해야 하거나 본국 가서 처리해야 해요. 구체적인 건 국적이랑 현재 비자 유형에 따라 달라요.,,境内=국내 | 转换=전환 | 离境=출국 | 入境=입국 | 国籍=국적,,
police,8. 签证咨询 (비자 상담),7,市民,有点复杂啊。能给我出入境管理局的电话吗？我想直接打电话详细咨询一下。,좀 복잡하네요. 출입국관리국 전화번호 알려주실 수 있나요? 직접 전화해서 자세히 상담하고 싶어요.,,复杂=복잡하다,,
police,9. 报案咨询 (범죄 신고 상담),1,市民,警察同志，我怀疑我被电话诈骗了，刚才接到一个自称是银行工作人员的电话。,경찰님 전화 사기 당한 것 같아요. 방금 은행 직원이라고 하는 사람한테서 전화 왔었어요.,,怀疑=의심하다 | 诈骗=사기 | 自称=자칭,,
police,9. 报案咨询 (범죄 신고 상담),2,警察,您先别慌，详细说一下情况。对方说了什么？您有没有透露银行卡号或者密码？,먼저 당황하지 마시고 상황 자세히 말씀해주세요. 상대방이 뭐라고 했어요? 은행 카드 번호나 비밀번호 알려줬나요?,,透露=알려주다 | 密码=비밀번호,,
police,9. 报案咨询 (범죄 신고 상담),3,市民,他说我的银行卡有异常交易，需要验证身份。我报了卡号，但还没说密码，突然觉得不对劲就挂了。,제 은행 카드에 이상 거래가 있어서 신원 확인이 필요하대요. 카드 번호는 알려줬는데 비밀번호는 아직 안 알려주고 갑자기 이상해서 끊었어요.,,异常=이상 | 交易=거래 | 验证=확인 | 不对劲=이상하다,,
police,9. 报案咨询 (범죄 신고 상담),4,警察,您做得对！这肯定是诈骗电话。正规银行绝对不会电话要求您提供卡号密码。您立刻给银行打电话确认，必要时冻结账户。,잘하셨어요! 이건 확실히 사기 전화예요. 정규 은행은 절대 전화로 카드 번호나 비밀번호 요구 안 해요. 바로 은행에 전화해서 확인하시고 필요하면 계좌 동결하세요.,,正规=정규 | 冻结=동결하다 | 账户=계좌,,
police,9. 报案咨询 (범죄 신고 상담),5,市民,好的，我马上打电话。那我需要报案吗？虽然我没损失钱，但想让你们抓到这些骗子。,네 바로 전화할게요. 그럼 신고해야 하나요? 돈은 안 잃어버렸는데 이런 사기꾼들 잡았으면 좋겠어요.,,损失=손실 | 骗子=사기꾼,,
police,9. 报案咨询 (범죄 신고 상담),6,警察,可以报案，这样能帮助我们收集线索。请您记下对方的电话号码，还有通话时间，填写一份报案登记表。,신고 가능해요. 그러면 단서 수집하는 데 도움 돼요. 상대방 전화번호 기록해 두시고 통화 시간도요. 신고 등록서 작성해주세요.,,线索=단서 | 通话=통화,,
police,9. 报案咨询 (범죄 신고 상담),7,市民,好的，我配合。对了，以后怎么辨别这种诈骗电话？有什么特征吗？,네 협조할게요. 아 맞다 나중에 이런 사기 전화 어떻게 구별해요? 무슨 특징 있나요?,,配合=협조하다 | 辨别=구별하다 | 特征=특징,,
bank,5. 换汇业务 (환전),1,顾客,你好，我想把美元换成人民币，今天的汇率是多少？,안녕하세요. 달러를 위안화로 바꾸고 싶은데요. 오늘 환율이 어떻게 되나요?,,换汇=환전 | 汇率=환율,,
bank,5. 换汇业务 (환전),2,工作人员,今天的美元兑人民币汇率是1:7.2。请问您要换多少？需要看一下您的护照。,오늘 달러 대 위안화 환율은 1:7.2예요. 얼마나 바꾸시겠어요? 여권 좀 보여주세요.,,兑=대 | 护照=여권,,
bank,5. 换汇业务 (환전),3,顾客,我要换1000美元。这是我的护照。请问有手续费吗？,1000달러 바꿀게요. 여기 제 여권이에요. 수수료 있나요?,,手续费=수수료,,
bank,5. 换汇业务 (환전),4,工作人员,换汇没有手续费，但汇率中已经包含了银行的利润。1000美元可以换7200人民币。您要现金还是存入账户？,환전은 수수료 없는데요 환율에 은행 수익이 이미 포함돼 있어요. 1000달러면 7200위안 받으실 수 있어요. 현금으로 받으시겠어요 아니면 계좌에 입금할까요?,,利润=수익 | 现金=현금 | 存入=입금하다,,
bank,5. 换汇业务 (환전),5,顾客,一半现金，一半存入我的银行卡。对了，换汇有限额吗？我下次还想换。,반은 현금이요. 반은 제 은행 카드에 입금해주세요. 아 맞다 환전 한도 있나요? 다음에 또 바꾸고 싶거든요.,,限额=한도,,
bank,5. 换汇业务 (환전),6,工作人员,个人每年有5万美元的换汇额度。您今年用了多少可以查询。需要带护照和银行卡来办理。,개인당 매년 5만 달러 환전 한도가 있어요. 올해 얼마나 쓰셨는지 조회 가능해요. 여권이랑 은행 카드 가져오셔야 해요.,,额度=한도 | 查询=조회,,
bank,5. 换汇业务 (환전),7,顾客,明白了。那我现在就办理吧。需要多长时间？我还要赶去开会。,알겠어요. 그럼 지금 바로 처리할게요. 얼마나 걸려요? 회의 가야 해서요.,,赶=서두르다,,
bank,6. 理财咨询 (재테크 상담),1,顾客,你好，我手里有一笔闲钱，想咨询一下理财产品。有什么推荐的吗？,안녕하세요. 여유 자금이 좀 있는데요. 재테크 상품 상담하고 싶어요. 추천해주실 만한 거 있나요?,,闲钱=여유자금 | 理财=재테크,,
bank,6. 理财咨询 (재테크 상담),2,工作人员,当然。请问您的投资金额大概多少？还有您能承受多大的风险？是保守型还是激进型投资者？,물론이죠. 투자 금액이 대략 얼마예요? 그리고 어느 정도 리스크 감당 가능하세요? 보수형인가요 공격형 투자자인가요?,,投资=투자 | 承受=감당하다 | 风险=리스크 | 保守型=보수형 | 激进型=공격형,,
bank,6. 理财咨询 (재테크 상담),3,顾客,大概有20万人民币。我比较保守，不想冒太大风险，但也希望收益比存款高一些。,대략 20만 위안 있어요. 저는 좀 보수적이라서 큰 리스크는 안 지고 싶은데 그래도 예금보다는 수익이 높으면 좋겠어요.,,冒=감수하다 | 收益=수익 | 存款=예금,,
bank,6. 理财咨询 (재테크 상담),4,工作人员,那我推荐您看看我们的稳健型理财产品。年化收益率大约3.5-4%，风险很低，而且随时可以赎回，流动性好。,그럼 저희 안정형 재테크 상품 추천드려요. 연환산 수익률이 대략 3.5-4%고요 리스크 매우 낮고 언제든지 환매 가능해서 유동성 좋아요.,,稳健型=안정형 | 年化收益率=연환산수익률 | 赎回=환매하다 | 流动性=유동성,,
bank,6. 理财咨询 (재테크 상담),5,顾客,听起来不错。但是这个收益是保证的吗？会不会亏损本金？,괜찮은 것 같은데요. 근데 이 수익은 보장되나요? 원금 손실 가능성은 없나요?,,保证=보장하다 | 亏损=손실 | 本金=원금,,
bank,6. 理财咨询 (재테크 상담),6,工作人员,这是非保本浮动收益产品，理论上有本金损失的风险，但历史上从来没有发生过。我们投资的都是国债、大型企业债券等低风险资产。,이건 원금 비보장 변동 수익 상품이라서 이론상 원금 손실 리스크 있는데요 역사적으로 한 번도 발생한 적 없어요. 저희가 투자하는 건 다 국채나 대기업 채권 같은 저위험 자산이에요.,,非保本=원금비보장 | 浮动=변동 | 国债=국채 | 债券=채권 | 资产=자산,,
bank,6. 理财咨询 (재테크 상담),7,顾客,我考虑一下。能给我一份详细的产品说明书吗？我想回去仔细研究研究。,생각 좀 해볼게요. 자세한 상품 설명서 주실 수 있나요? 집에 가서 꼼꼼히 검토해보고 싶어요.,,说明书=설명서 | 仔细=꼼꼼히 | 研究=검토하다,,
bank,7. 贷款申请 (대출 신청),1,顾客,你好，我想申请房贷，需要什么条件和材料？,안녕하세요. 주택담보대출 신청하고 싶은데요. 무슨 조건이랑 서류 필요한가요?,,贷款=대출 | 房贷=주택담보대출,,
bank,7. 贷款申请 (대출 신청),2,工作人员,首先需要有稳定的工作和收入，还要有良好的信用记录。您是买新房还是二手房？首付准备了多少？,우선 안정적인 직업과 수입이 있어야 하고요 신용 기록도 좋아야 해요. 신축 사시는 거예요 아니면 중고예요? 계약금은 얼마나 준비하셨어요?,,稳定=안정적 | 信用记录=신용기록 | 二手房=중고주택 | 首付=계약금,,
bank,7. 贷款申请 (대출 신청),3,顾客,我买的是二手房，总价300万，已经付了100万首付。想贷200万，可以吗？,중고 주택 사는데요. 총액 300만이고 계약금 100만 이미 냈어요. 200만 대출받고 싶은데 가능한가요?,,总价=총액,,
bank,7. 贷款申请 (대출 신청),4,工作人员,首付比例达到了33%，符合要求。请问您的月收入多少？因为月供不能超过月收入的50%。,계약금 비율이 33%라서 요건 충족해요. 월수입이 얼마예요? 월 상환금이 월수입의 50%를 넘으면 안 돼요.,,比例=비율 | 符合=충족하다 | 月供=월상환금,,
bank,7. 贷款申请 (대출 신청),5,顾客,我月收入大概3万左右。如果贷200万，20年还，每个月要还多少？,월수입이 대략 3만 정도예요. 만약 200만 대출받아서 20년 상환하면 매달 얼마씩 갚아야 하나요?,,还=상환하다,,
bank,7. 贷款申请 (대출 신청),6,工作人员,按照现在的利率4.3%计算，20年期每月大概要还12500元左右。您的收入完全可以承担。,현재 금리 4.3% 기준으로 계산하면 20년 만기로 매달 대략 12500위안 정도예요. 수입으로 충분히 감당 가능하세요.,,利率=금리 | 承担=감당하다,,
bank,7. 贷款申请 (대출 신청),7,顾客,那需要准备什么材料？审批大概要多久？我想尽快办完手续。,그럼 무슨 서류 준비해야 하나요? 심사는 대략 얼마나 걸려요? 빨리 수속 마치고 싶어요.,,审批=심사 | 尽快=빨리,,
bank,8. 挂失补卡 (분실 신고 및 재발급),1,顾客,不好了，我的银行卡丢了！能帮我挂失吗？,큰일났어요. 은행 카드를 잃어버렸어요! 분실 신고 도와주실 수 있나요?,,挂失=분실신고,,
bank,8. 挂失补卡 (분실 신고 및 재발급),2,工作人员,别着急，我马上帮您办理。请出示您的身份证，还需要您提供卡号或者账户信息。,진정하세요. 바로 처리해드릴게요. 신분증 보여주시고요 카드 번호나 계좌 정보 알려주셔야 해요.,,卡号=카드번호 | 账户=계좌,,
bank,8. 挂失补卡 (분실 신고 및 재발급),3,顾客,身份证在这里。但是卡号我记不清了，只记得是622开头的。怎么办？,신분증 여기요. 근데 카드 번호가 기억이 안 나요. 622로 시작하는 건 기억나는데요. 어떡하죠?,,记不清=기억안나다,,
bank,8. 挂失补卡 (분실 신고 및 재발급),4,工作人员,没关系，我可以通过您的身份证号查到您的所有账户。请稍等，我帮您查一下...好的，找到了，您是要挂失这张卡吗？,괜찮아요. 신분증 번호로 모든 계좌 조회 가능해요. 잠시만요. 찾아볼게요... 네 찾았어요. 이 카드 분실 신고하시는 거 맞나요?,,查=조회하다,,
bank,8. 挂失补卡 (분실 신고 및 재발급),5,顾客,对，就是这张。挂失之后卡里的钱还在吗？会不会被别人取走？,맞아요. 이거예요. 분실 신고 후에 카드 안에 돈은 남아있나요? 다른 사람이 찾아가진 않겠죠?,,取走=찾아가다,,
bank,8. 挂失补卡 (분실 신고 및 재발급),6,工作人员,您放心，挂失后卡会立即冻结，任何人都无法使用。卡里的钱绝对安全。补办新卡需要7个工作日，工本费10元。,안심하세요. 분실 신고하면 카드가 즉시 동결돼서 아무도 못 써요. 카드 안 돈은 절대 안전해요. 새 카드 재발급은 7영업일 걸리고 제작비 10위안이에요.,,冻结=동결하다 | 补办=재발급하다 | 工本费=제작비,,
bank,8. 挂失补卡 (분실 신고 및 재발급),7,顾客,太好了。这一周没有卡怎么办？我需要用钱的话可以取吗？,다행이에요. 이번 주 카드 없으면 어떡해요? 돈 써야 하면 찾을 수 있나요?,,,,
bank,9. 开通网银 (인터넷뱅킹 개설),1,顾客,你好，我想开通网上银行，在家就能转账很方便。,안녕하세요. 인터넷뱅킹 개설하고 싶어요. 집에서 이체할 수 있으면 편할 것 같아서요.,,网银=인터넷뱅킹 | 转账=이체,,
bank,9. 开通网银 (인터넷뱅킹 개설),2,工作人员,好的。您有智能手机吗？我们现在推荐用手机银行APP，比网银更方便，功能也更全。,네. 스마트폰 있으세요? 저희는 지금 모바일뱅킹 앱 추천드려요. 인터넷뱅킹보다 편하고 기능도 더 많아요.,,手机银行=모바일뱅킹 | 功能=기능,,
bank,9. 开通网银 (인터넷뱅킹 개설),3,顾客,有手机。但是我不太会用智能手机，还是网银简单点吧。开通网银需要什么？,휴대폰 있어요. 근데 스마트폰 잘 못 다뤄서요. 그래도 인터넷뱅킹이 간단할 것 같아요. 인터넷뱅킹 개설하려면 뭐가 필요한가요?,,,,
bank,9. 开通网银 (인터넷뱅킹 개설),4,工作人员,需要您的银行卡和身份证。还要设置一个登录密码和支付密码。为了安全，我们会给您一个U盾，用于网上转账验证。,은행 카드랑 신분증 필요해요. 그리고 로그인 비밀번호랑 결제 비밀번호 설정해야 해요. 보안을 위해 USB 보안키 드릴 텐데 인터넷 이체 할 때 인증용이에요.,,登录=로그인 | 支付=결제 | U盾=USB보안키 | 验证=인증,,
bank,9. 开通网银 (인터넷뱅킹 개설),5,顾客,U盾是什么？必须要吗？我听说有些银行不需要。,USB 보안키가 뭐예요? 꼭 필요한가요? 어떤 은행은 필요 없다고 들었는데요.,,,,
bank,9. 开通网银 (인터넷뱅킹 개설),6,工作人员,U盾是个USB设备，插在电脑上才能完成大额转账，防止账户被盗用。小额转账可以用短信验证码。U盾工本费50元。,USB 보안키는 USB 기기인데요 컴퓨터에 꽂아야 고액 이체 완료할 수 있어요. 계좌 도용 방지용이에요. 소액 이체는 문자 인증 코드 쓸 수 있어요. USB 보안키 제작비 50위안이에요.,,大额=고액 | 盗用=도용 | 短信=문자 | 验证码=인증코드,,
bank,9. 开通网银 (인터넷뱅킹 개설),7,顾客,明白了，那就办U盾吧，安全最重要。开通后怎么使用？你们有教程吗？,알겠어요. 그럼 USB 보안키 할게요. 안전이 가장 중요하니까요. 개설 후에 어떻게 사용해요? 튜토리얼 있나요?,,教程=튜토리얼,,
busstation,5. 退票改签 (환불 및 변경),1,乘客,你好，我买的下午3点去上海的票，但是临时有事去不了，能退票吗？,안녕하세요. 오후 3시 상하이 가는 표 샀는데 갑자기 일이 생겨서 못 가요. 환불 가능한가요?,,退票=환불 | 临时=갑자기,,
busstation,5. 退票改签 (환불 및 변경),2,售票员,可以退票，但是要收取一定的手续费。距离发车时间越近，手续费越高。现在距离发车还有2小时，手续费是票价的20%。,환불 가능한데요 일정 수수료가 있어요. 출발 시간에 가까울수록 수수료가 높아져요. 지금 출발까지 2시간 남았으니까 수수료는 표값의 20%예요.,,手续费=수수료 | 发车=출발 | 票价=표값,,
busstation,5. 退票改签 (환불 및 변경),3,乘客,20%有点高啊。那如果我不退票，改签到明天可以吗？改签也要收费吗？,20%는 좀 높네요. 그럼 환불 안 하고 내일로 변경하면 돼요? 변경도 수수료 있나요?,,改签=변경하다,,
busstation,5. 退票改签 (환불 및 변경),4,售票员,改签只收10元手续费，比退票划算多了。请问您想改到明天几点的班次？我帮您查一下有没有座位。,변경은 10위안 수수료만 받아요. 환불보다 훨씬 저렴해요. 내일 몇 시 차편으로 하시겠어요? 자리 있는지 확인해드릴게요.,,班次=차편 | 划算=저렴하다,,
busstation,5. 退票改签 (환불 및 변경),5,乘客,明天上午10点左右的吧。对了，如果明天的票价和今天不一样怎么办？需要补差价吗？,내일 오전 10시쯤으로요. 아 맞다 만약 내일 표값이 오늘이랑 다르면 어떡해요? 차액 내야 하나요?,,差价=차액 | 补=보충하다,,
busstation,5. 退票改签 (환불 및 변경),6,售票员,如果明天的票价高，需要补差价。如果便宜，我们会退还差价。明天上午10点的是120元，您原来的票是100元，需要补20元。,내일 표값이 더 비싸면 차액 내셔야 해요. 더 싸면 차액 환불해드려요. 내일 오전 10시는 120위안이고 원래 표가 100위안이니까 20위안 더 내셔야 해요.,,退还=환불하다,,
busstation,5. 退票改签 (환불 및 변경),7,乘客,好吧，那就改签吧。总共要付30元是吗？10元手续费加20元差价。给您钱。,알겠어요. 그럼 변경할게요. 총 30위안 내면 되는 거죠? 10위안 수수료 더하기 20위안 차액. 여기 돈이요.,,总共=총,,
busstation,6. 问路指引 (길 안내),1,乘客,你好，请问从这里怎么去市中心？有地铁或者公交车吗？,안녕하세요. 여기서 시내 중심가 어떻게 가요? 지하철이나 버스 있나요?,,市中心=시내중심가,,
busstation,6. 问路指引 (길 안내),2,工作人员,从车站出口出去右转，走大概200米就能看到地铁站。坐2号线可以直接到市中心，大概20分钟。,터미널 출구 나가서 우회전하시면 약 200미터 가면 지하철역 보여요. 2호선 타면 시내 중심가 바로 가는데 대략 20분이요.,,出口=출구 | 右转=우회전,,
busstation,6. 问路指引 (길 안내),3,乘客,地铁票在哪里买？可以用手机支付吗？还是只能用现金？,지하철 표는 어디서 사요? 휴대폰 결제 되나요? 아니면 현금만 돼요?,,支付=결제,,
busstation,6. 问路指引 (길 안내),4,工作人员,地铁站里有自动售票机，可以用微信、支付宝，也可以用现金。如果您经常坐，建议办一张交通卡，很方便。,지하철역 안에 자동 발매기 있어요. 위챗 알리페이 되고 현금도 돼요. 자주 타시면 교통카드 만드시길 추천드려요. 편해요.,,售票机=발매기 | 交通卡=교통카드,,
busstation,6. 问路指引 (길 안내),5,乘客,交通卡在哪里办？需要押金吗？我只在这里待一个星期。,교통카드는 어디서 만들어요? 보증금 필요한가요? 여기 일주일만 있을 건데요.,,押金=보증금 | 待=머물다,,
busstation,6. 问路指引 (길 안내),6,工作人员,交通卡需要20元押金，充值最少10元。如果只待一周，其实不太需要办卡，直接买票就行了。,교통카드는 20위안 보증금에 최소 10위안 충전이에요. 일주일만 계시면 사실 카드 안 만드셔도 돼요. 그냥 표 사시면 돼요.,,充值=충전하다,,
busstation,6. 问路指引 (길 안내),7,乘客,明白了，那我就直接买票吧。对了，如果我要去机场，从市中心怎么过去？也是坐地铁吗？,알겠어요. 그럼 그냥 표 살게요. 아 맞다 공항 가려면 시내 중심가에서 어떻게 가요? 지하철로도 가나요?,,机场=공항,,
busstation,7. 失物招领 (분실물 센터),1,乘客,不好了，我的背包落在候车室了！里面有护照和钱包，怎么办？,큰일났어요. 제 배낭을 대합실에 두고 왔어요! 안에 여권이랑 지갑 있는데 어떡하죠?,,背包=배낭 | 落=두고오다 | 候车室=대합실,,
busstation,7. 失物招领 (분실물 센터),2,工作人员,别着急，我们有失物招领处。您的背包什么颜色？大概在候车室哪个位置？几点丢的？,진정하세요. 분실물 센터 있어요. 배낭이 무슨 색이에요? 대략 대합실 어느 위치에 뒀어요? 몇 시에 잃어버리셨어요?,,失物招领=분실물센터 | 丢=잃어버리다,,
busstation,7. 失物招领 (분실물 센터),3,乘客,黑色的双肩背包，就放在3号候车区的座位上，大概30分钟前。我刚才上完厕所回来就不见了。,검은색 백팩이요. 3호 대기 구역 좌석에 뒀는데 대략 30분 전이요. 방금 화장실 다녀왔더니 없어졌어요.,,双肩背包=백팩 | 不见=없어지다,,
busstation,7. 失物招领 (분실물 센터),4,工作人员,我马上联系3号候车区的保洁员和安保人员，让他们帮忙找一下。同时我也查看一下监控录像，看看有没有人拿走。,바로 3호 대기 구역 청소원이랑 보안 직원한테 연락해서 찾아보게 할게요. 동시에 CCTV 영상도 확인해서 누가 가져갔는지 볼게요.,,保洁员=청소원 | 安保=보안 | 监控=CCTV,,
busstation,7. 失物招领 (분실물 센터),5,乘客,太感谢了！如果有人捡到会送到哪里？我需要在这里等吗？还是可以去失物招领处？,정말 감사해요! 만약 누가 주우면 어디로 가져다 주나요? 여기서 기다려야 하나요? 아니면 분실물 센터로 가면 되나요?,,捡到=줍다,,
busstation,7. 失物招领 (분실물 센터),6,工作人员,您可以去一楼的失物招领处等。如果有人捡到会送到那里。我这边查到信息也会通知您。请留一个电话号码。,1층 분실물 센터로 가서 기다리세요. 누가 주우면 거기로 가져다 줄 거예요. 제가 확인되면 연락드릴게요. 전화번호 남겨주세요.,,楼=층 | 通知=연락하다,,
busstation,7. 失物招领 (분실물 센터),7,乘客,我的电话是138开头的。对了，如果真的找不到，能帮我报警吗？护照丢了很麻烦。,제 전화는 138로 시작해요. 아 맞다 정말 못 찾으면 신고 도와주실 수 있나요? 여권 잃어버리면 정말 큰일이에요.,,报警=신고하다 | 麻烦=큰일,,
busstation,8. 班次查询 (배차 조회),1,乘客,你好，我想查一下去杭州的车次，今天还有票吗？,안녕하세요. 항저우 가는 차편 조회하고 싶은데요. 오늘 표 아직 있나요?,,班次=차편 | 车次=차편,,
busstation,8. 班次查询 (배차 조회),2,售票员,去杭州的车很多，从早上6点到晚上10点，每个小时都有。您想坐什么时候的？现在下午3点，最近的是3点半和4点的。,항저우 가는 차 많아요. 아침 6시부터 저녁 10시까지 매시간 있어요. 언제 타시겠어요? 지금 오후 3시니까 가장 빠른 건 3시 반이랑 4시예요.,,,,
busstation,8. 班次查询 (배차 조회),3,乘客,3点半有点赶。4点的还有座位吗？车程大概多久？票价多少？,3시 반은 좀 급하네요. 4시 거 자리 있나요? 소요 시간 대략 얼마나 돼요? 표값은요?,,赶=급하다 | 车程=소요시간,,
busstation,8. 班次查询 (배차 조회),4,售票员,4点的有座位。到杭州大概2个半小时，下午6点半左右到。普通座80元，商务座150元。您要哪种？,4시 거 자리 있어요. 항저우까지 대략 2시간 반이고 오후 6시 반쯤 도착해요. 일반석 80위안 비즈니스석 150위안이에요. 어떤 걸로 하시겠어요?,,普通座=일반석 | 商务座=비즈니스석,,
busstation,8. 班次查询 (배차 조회),5,乘客,普通座和商务座有什么区别？就是座位大小不一样吗？,일반석이랑 비즈니스석 차이가 뭐예요? 그냥 좌석 크기만 다른 건가요?,,区别=차이,,
busstation,8. 班次查询 (배차 조회),6,售票员,商务座的座位更宽敞舒适，可以躺下休息，还提供免费饮料和小吃。普通座就是正常的座位，但2个半小时也不算太久。,비즈니스석은 좌석이 더 넓고 편해요. 눕서 쉴 수 있고 무료 음료랑 간식도 제공해요. 일반석은 보통 좌석인데 2시간 반도 그렇게 오래는 아니에요.,,宽敞=넓다 | 舒适=편하다 | 饮料=음료,,
busstation,8. 班次查询 (배차 조회),7,乘客,那我就买普通座吧，省点钱。对了，这趟车中途停靠吗？还是直达杭州？,그럼 일반석으로 살게요. 돈 좀 아끼게요. 아 맞다 이 차 중간에 서나요? 아니면 항저우 직통이에요?,,省钱=돈아끼다 | 停靠=정차하다 | 直达=직통,,
busstation,9. 儿童票务 (어린이 티켓),1,乘客,你好，我带着孩子，想问一下儿童票怎么买？多大的孩子需要买票？,안녕하세요. 아이 데리고 가는데요. 어린이 표 어떻게 사요? 몇 살부터 표 사야 하나요?,,儿童票=어린이표,,
busstation,9. 儿童票务 (어린이 티켓),2,售票员,1.2米以下的儿童免票，但需要有成人陪同，而且没有单独座位。1.2-1.5米的儿童买半价票，有座位。1.5米以上按成人票。,키 1.2미터 이하 어린이는 무료인데요 성인 동반 필요하고 별도 좌석 없어요. 1.2-1.5미터는 반값 표 사고 좌석 있어요. 1.5미터 이상은 성인 표예요.,,免票=무료 | 陪同=동반 | 半价=반값,,
busstation,9. 儿童票务 (어린이 티켓),3,乘客,我孩子6岁，大概1.1米，应该免票。但是如果我想给他买个座位可以吗？不想让他一直坐我腿上。,제 아이가 6살인데 대략 1.1미터예요. 무료겠네요. 근데 좌석 사주고 싶은데 되나요? 계속 제 무릎에 앉히긴 싫어서요.,,腿=무릎,,
busstation,9. 儿童票务 (어린이 티켓),4,售票员,可以的，虽然孩子符合免票条件，但您可以选择购买儿童票，这样就有独立座位了。儿童票是成人票价的50%。,가능해요. 아이가 무료 조건에 맞는데도 어린이 표 구매 선택하실 수 있어요. 그러면 독립 좌석 있어요. 어린이 표는 성인 표값의 50%예요.,,符合=부합하다 | 独立=독립,,
busstation,9. 儿童票务 (어린이 티켓),5,乘客,那买儿童票需要什么证件吗？要带户口本还是身份证？他还没有身份证。,그럼 어린이 표 살 때 무슨 증명서 필요한가요? 호구부 가져와야 하나요 아니면 신분증이요? 아직 신분증이 없거든요.,,证件=증명서 | 户口本=호구부,,
